Gene_Name,Post_1,Post_10,Post_11,Post_12,Post_13,Post_14,Post_15,Post_16,Post_17,Post_18,Post_19,Post_2,Post_20,Post_21,Post_22,Post_23,Post_24,Post_25,Post_26,Post_28,Post_29,Post_3,Post_30,Post_5,Post_6,Post_7,Post_8,Pre_1,Pre_10,Pre_11,Pre_12,Pre_13,Pre_14,Pre_15,Pre_16,Pre_17,Pre_18,Pre_19,Pre_2,Pre_20,Pre_21,Pre_22,Pre_23,Pre_24,Pre_25,Pre_26,Pre_28,Pre_29,Pre_3,Pre_30,Pre_5,Pre_6,Pre_7,Pre_8
NADK,30730.99332,9947.210549,339.768467,1252.630081,14950.26239,1961.93739,3000.263928,73173.74741,18365.10267,23695.92281,13435.01569,3299.680024,15348.42242,37272.15877,22909.50976,2506.700923,5755.996726,14599.02095,10941.67061,9492.670272,23657.55701,41592.04667,14585.6944,47876.91865,29959.30283,36974.42326,30253.34903,111988.9892,2526.781879,8439.13833,9606.235751,11533.10463,7310.039815,7870.807687,5871.40431,45259.88408,3764.114818,5956.481533,41667.99674,3540.570538,16771.28142,34276.681,6617.82638,2698.765943,8213.459852,18438.58527,10816.34243,40732.62937,25125.66524,15941.6463,10066.44317,40263.17071,13282.21175,1454.903161
NADSYN1,2625.511973,1081.597447,510.1518952,423.6180638,718.5291337,2207.632393,594.7228672,911.9197633,3692.744498,2622.780424,1391.063147,846.5399714,665.971983,2546.655009,1437.764672,1403.302844,2713.918254,2080.547915,915.6043585,4472.949763,2093.639765,900.0637943,1282.240496,2601.657254,2189.553821,1778.953803,2761.374076,1749.356461,1807.806855,422.5615405,671.7913582,1631.212656,1405.325289,1653.601979,2594.502273,2453.592245,838.7082198,1471.789596,2197.485375,451.6835927,488.7178024,3016.941866,734.3948087,1922.677748,2163.425182,1375.390617,451.5033243,1236.264845,1968.828302,1326.57347,2077.094888,3485.843451,1155.515026,830.8980575
NAE1,606.9512677,1344.594325,514.6485038,960.9078244,1518.404114,832.4383627,2125.774117,1890.334896,3511.443758,5568.520886,2567.550112,877.1508983,2660.303534,1792.437398,924.3504439,1859.542941,1752.407554,1702.17428,938.1932941,3089.755063,898.2564999,1981.557359,830.8454382,2347.157054,1968.362444,1325.695703,2621.593601,1982.65261,2478.999392,911.483738,2626.03951,1500.946646,3229.607854,3572.763814,8958.433884,3501.497364,1308.731832,1065.99757,1079.641226,3949.228573,1169.890613,3813.590035,2761.510727,417.8991765,1698.198538,2487.009245,333.0702593,2939.901475,2952.401321,1410.755287,2830.231564,2621.738274,382.3111848,633.3827416
NAGA,6427.942746,12610.33514,3524.504808,8572.979763,8805.236575,5806.704943,11770.05739,5624.261226,6300.427657,4022.744731,6636.113442,4963.794979,5753.862157,7720.549195,6613.395137,6785.290093,3858.020396,5532.637939,4868.226767,6022.012505,6294.139398,8589.606857,10655.9213,2793.18527,8449.050801,1612.366823,7764.896786,4890.387923,13192.73987,4693.4023,7005.389705,6415.739867,9163.626753,13107.80352,7298.93022,7839.475084,7374.170767,5408.743843,6980.714107,9150.526423,13556.9564,9672.411295,10978.64215,4009.965134,6536.600403,16461.90523,4866.042393,2001.163377,9429.451928,12242.63315,7832.210238,9086.524969,2539.383132,7543.720144
NAGK,26536.82918,30178.91865,12895.34984,7010.617933,22786.98044,36135.84577,24194.91537,15575.13954,32148.87403,46638.57461,14522.99525,19544.41217,14938.56776,31570.20084,19294.02467,18754.30927,40181.95162,17885.6019,12268.4291,64469.50331,27104.14719,16402.15227,20049.20195,24175.28737,27591.06959,12011.86128,36382.99625,18881.80861,37246.47229,17208.39431,11172.65516,30731.0497,35896.84774,37495.32129,45445.57299,40186.30844,21564.03017,14569.46691,40714.57656,27146.24732,21655.97714,72560.14572,43224.04177,42505.82488,20314.89565,39488.85184,15387.10752,28791.61416,29467.97903,19676.16471,62045.38192,50657.8805,8627.940834,15343.39706
NAGLU,10773.13713,13176.98709,10875.90326,11119.67275,14843.53262,10727.11356,14262.51342,3262.81085,10233.71666,4080.304764,12214.51061,9595.951846,7667.950569,13438.6593,13461.77416,14324.7746,6129.412607,12717.58613,7009.591369,8143.794066,11782.62602,7820.560458,21019.63852,7272.672231,16332.14137,7318.206655,6172.489058,7188.598751,17991.11346,12305.96328,11532.66597,15354.53123,15381.48818,19202.23401,12116.30982,12800.69719,9580.938134,10825.47232,7429.8965,12333.6789,15329.19643,12572.62581,15266.24805,9440.254842,14089.53889,14657.9036,12494.40553,4536.259614,7629.192927,21288.09014,4935.378915,12953.62429,8713.041449,7735.001061
NAMPT,45590.09585,51049.95013,26573.32751,24313.46524,58381.42019,77610.41705,47204.34607,36545.80668,62600.17973,188360.1326,44066.02984,14032.43094,30061.27829,84786.63122,29891.75149,33034.87302,49282.87778,35812.71494,49799.8158,119617.9322,66436.49107,64095.05017,47189.62326,79924.32132,45899.77609,81899.90915,99833.01378,56940.38821,93924.01781,37543.61012,21077.9417,50023.14929,65077.75572,59093.52594,55839.70485,55861.80663,50735.79158,59864.16422,50870.82914,46189.01374,45719.92232,75754.07737,69989.95682,63713.93304,57744.62565,73537.51691,46511.1984,101489.147,80209.67539,50719.0897,133082.7223,87758.25148,51566.23609,42174.84753
NANS,19462.55426,25026.81679,9078.516998,11582.37968,22728.85608,26968.71034,33449.29411,13152.24005,25341.57026,28609.49329,23586.63814,6249.158224,20539.95775,31897.58482,11056.85304,27609.61811,7561.337052,19977.65275,14191.92949,24471.67625,23597.71233,24758.87229,25392.98869,12079.58494,26942.10439,5393.315723,21784.49921,13290.46353,38025.67399,17092.97545,19501.7453,19637.53745,35385.38819,66791.14835,80040.54272,52881.4455,19668.865,15070.79431,17189.63464,35549.74664,27760.74276,54635.94166,40211.23484,9472.165438,15579.41771,45443.39942,13520.71696,8967.74314,52690.92092,29400.66296,28811.58993,56247.07237,4071.545113,12592.27058
NAP1L1,1925.416878,5039.177673,1300.114363,3378.18387,5249.420507,1433.021423,5508.875081,3557.490131,4538.174386,10687.27671,6145.065119,363.2741629,5910.665197,5884.268947,2693.103818,2812.467905,612.0363962,4516.770822,3211.793334,5877.102847,1265.755004,6729.643925,4603.733152,1336.861292,4925.018512,532.9867359,5661.630143,5843.350209,5731.922947,5207.310666,5274.587028,1921.277147,6051.40697,11343.37781,13004.99085,8399.492853,3588.025029,2557.109665,2304.520006,13556.15804,5055.465,12152.54851,9187.937603,349.5100693,2911.64775,5531.522091,2953.958422,6406.775922,8372.693319,6027.990318,4615.03615,10991.93022,285.7763862,1631.654278
NAP1L4,3332.036711,4736.910532,3461.722696,2167.466764,3681.252833,4351.482189,5630.701814,5634.114865,5132.542657,15132.46057,5488.196,1482.225723,8696.219266,5972.991383,3810.610181,3832.786502,3052.073207,3272.740777,1999.404764,5953.280295,3887.468918,5717.908742,4233.371271,3015.308057,4322.280786,3132.314218,5380.463328,5701.106775,6293.005556,4004.751613,5965.578605,3571.681383,5259.215937,9059.584362,11095.5738,6458.592696,4246.775461,2182.796407,3105.176819,11061.13757,5479.259002,8330.144805,7067.58225,2114.676995,4286.007842,7275.29413,3275.350761,7059.108382,8315.449101,4854.241423,5018.30842,7534.108459,1630.642869,1671.109863
NAPA,5328.341993,5915.19034,888.7332633,5641.137382,7139.076065,10152.77799,10457.68374,6159.612528,9613.706257,26344.10705,11089.7389,2871.412021,9424.433113,9921.980969,6074.330809,5418.977111,7795.045583,5270.193835,4428.158298,10798.06533,13657.95808,10736.6449,8557.575921,7246.530664,7968.22831,2695.011803,9674.113885,5940.633913,9220.107236,10415.64251,6904.836713,10164.48841,8576.708147,12985.78435,20456.78305,8620.182886,6744.887588,5916.683211,8833.486056,13048.58607,10826.28272,14815.99024,16578.16675,7565.297549,4365.687531,4701.257933,2948.775459,11664.25844,16139.05181,12092.44986,22903.07345,11692.95612,1322.478976,1089.589637
NAPG,2500.284231,3941.252404,1337.832618,3485.470261,4424.856648,4404.508994,4062.816798,2425.947065,3248.078758,4067.104579,4311.754675,652.5160053,2556.056478,2650.761972,2695.731226,2917.538366,1806.57468,1954.006087,2566.264359,3073.698744,2861.685034,3832.674424,4096.976293,1363.655254,4410.511643,1976.459173,1961.976905,2671.093954,4249.919649,2427.528918,3955.582646,2642.057305,4226.133994,6224.572772,5175.808489,4317.961514,2843.582492,1875.617849,2798.699881,3345.01001,5245.910024,3468.390844,4401.834734,1384.775314,2367.595364,5391.013834,1331.587958,2338.026719,3996.109015,4373.612792,3757.792376,5047.793565,1080.053524,1099.150164
NAPRT,16248.95085,17263.66459,4057.181217,6595.732665,13230.88111,16063.26262,19167.92308,3187.673488,17719.31094,4186.60822,14424.38128,1898.321787,8232.712411,7063.861808,9069.776263,7966.982046,11728.65997,3009.649096,6266.419906,20612.47515,15725.80685,10215.63671,17468.31665,18228.39861,12282.58941,1599.524354,14123.59979,6694.231326,14147.10397,8450.420853,7280.294616,10981.60808,17339.99153,26679.3543,14739.85944,25021.40167,11412.2055,15181.09397,4251.275383,15227.22919,10540.87319,25094.20676,17028.12703,16445.46628,5078.655042,16477.93808,8066.08682,1996.991427,16485.04891,19301.26984,24169.11263,19712.09373,1112.751122,13955.74279
NAPSA,10731.195,64487.97966,8057.343912,3774.205106,22977.85852,215913.5796,20203.13926,28164.91949,7850.139801,8609.462246,34268.21483,12533.89348,24450.08549,14575.74287,5135.103935,20668.1209,5454.460745,7221.994137,11109.25607,66340.09543,38990.51794,11247.80917,93143.0806,2739.14571,29546.92572,2993.371897,16077.66637,16774.26445,137487.7416,13474.11614,3141.448902,15125.95472,120655.1418,23410.44736,67901.66285,6895.113035,12932.54731,8102.269519,15563.66162,42461.63759,107494.5797,12271.11482,57236.82759,2959.737603,8433.13615,109101.5359,6420.026324,55052.18214,26163.07066,138941.7155,99260.7701,47379.43772,2523.828936,11056.11873
NARS1,13431.87221,15953.94911,6378.806109,5786.451393,19446.68142,16166.39359,13123.95784,5945.392871,15159.16063,20244.96038,17620.40993,3352.555129,16564.00872,14230.6593,7958.986971,14902.34092,10529.52309,12642.56248,9192.881891,28723.09866,14184.30005,13525.34683,16053.01004,6932.954687,17854.57045,5174.797648,16218.7111,11360.38971,24867.63337,12657.90518,7708.255806,10589.86827,28878.15876,32365.86102,44765.61873,24292.48689,10047.32584,7467.723089,16350.90603,22008.19909,18720.93904,40246.5448,23370.91861,6469.712297,10112.33779,25648.14327,8169.618805,8089.522639,25698.92345,19567.17712,19773.93114,30156.89913,2693.544562,8644.596811
NAXE,664.7082011,5207.40429,1080.186858,1253.133983,1185.583078,570.9661353,8092.358332,1766.49777,2156.788856,839.729727,7796.072735,1178.410603,4361.971851,913.8048345,2993.500764,2940.407088,2405.813163,1730.893045,571.8823494,2971.113315,3200.328912,7300.58542,1251.017905,527.3945546,4572.628203,387.8944317,643.2681596,668.1947328,4684.664998,2950.444456,2622.921358,3618.710344,3962.456883,8222.535931,15457.71275,3893.876508,4065.141333,4043.229037,1372.69579,6421.678087,4123.130662,6038.917227,5105.598071,2774.17945,1070.444421,5963.906205,3190.689301,399.1845683,10861.55476,4994.160184,2574.992155,5589.633719,385.3381315,1444.106536
NCALD,4073.822276,5129.756681,1616.45055,2731.687477,2430.029114,3166.797284,5828.358574,2291.146925,5867.098214,5238.168495,8049.003044,647.3881291,4217.404581,5835.722552,2831.622419,3168.419522,909.1907597,2493.824393,1981.628855,5339.168858,4287.250972,8680.46683,5492.002264,1588.963101,7372.67207,2996.971196,5013.363546,5098.787105,7275.76594,4270.408459,5524.559273,2973.899678,6191.511694,13542.93752,12884.44861,7949.51017,3135.567125,1669.191061,3826.908382,7459.287736,7069.40654,9794.507722,8835.348901,954.3714579,2301.098294,3417.51687,1764.95013,6833.45599,10678.12705,6104.868146,7805.753341,10404.82182,1921.560284,962.3708245
NCCRP1,19886.81368,20183.8104,5775.844587,3931.702587,3233.943004,30659.38636,2736.283971,3103.209263,22590.74932,1424.820916,9326.17781,13906.76398,1945.442428,806.0704563,6523.203921,6498.313552,46443.15984,19426.84747,5981.44925,78911.86803,11961.80068,2754.375299,6772.918785,19000.37875,15275.68324,1089.849069,8235.86782,934.2072568,10019.06449,1549.556086,2307.33527,14981.97505,5080.843332,4535.477796,14587.47116,7729.943976,19945.82457,10019.00559,6560.430191,2254.053587,4677.704793,4535.291817,2058.155771,48599.3739,4587.411415,5341.466735,14612.21344,947.2570386,4152.639084,3749.310162,50549.19164,7041.706964,1064.528876,3464.575181
NCEH1,1160.207773,1174.489271,656.609277,566.4215644,2606.173504,14237.21766,2471.574495,2317.094842,1327.370684,944.9820648,2900.892693,1102.446309,915.0583684,754.0175498,1906.839025,1080.273035,898.1767661,549.7167484,1072.801848,16249.90384,1246.132603,1772.596822,2243.909666,646.2491625,1233.710291,586.9084309,1081.643425,2113.433973,13522.76746,1623.834607,1906.859721,1457.441547,4840.02426,3309.222983,7655.213329,1566.068241,1918.067708,2021.372156,6019.269572,1735.704823,12188.74897,11691.9433,4485.885493,754.0103044,1030.127366,8487.862533,1072.956879,778.0326857,4350.363021,2510.780283,10306.35652,6581.333833,590.2503807,544.4499591
NCF1,21338.59081,15293.33124,14819.5014,13293.65121,18455.9321,22290.19882,16941.28785,17044.13086,31531.02228,87813.01203,11408.58514,5059.82843,11890.7166,71129.87434,14711.51244,9453.933915,21348.2528,10916.36585,16332.31902,28606.53906,24944.54112,18383.00459,23366.67663,41965.21054,15080.47631,34992.10554,51368.20672,36276.40089,26706.03047,7400.218646,9510.003359,18593.34096,26170.78435,19368.02793,21191.64442,23667.02593,15933.82973,20583.12474,30773.02877,13378.76876,12180.70832,24287.71465,14340.515,25126.48182,30468.27092,15818.45227,14839.13187,60571.25632,19526.0222,26737.56364,43994.4143,19856.91356,18795.63961,10776.03586
NCF2,9660.317732,7908.162526,4733.379735,3720.048349,9875.578109,12930.26807,9197.054791,7618.081775,10266.39244,14584.9048,6912.94146,1737.662613,4660.923034,15407.40478,4916.877237,3362.78804,8211.1651,3766.947298,7521.972142,7948.576974,10274.67017,10760.27451,12363.72579,12659.2546,8568.927866,8116.697524,18522.35362,13402.87487,12493.38564,4795.321097,3217.339264,7344.114694,11355.41912,11032.75456,9623.148376,10491.17911,5448.574854,8953.239995,12145.67809,9580.602246,8508.626899,16918.21962,13631.6104,10272.35231,8891.695998,14656.30308,3838.758504,13863.4742,12553.82497,11971.93289,18357.43601,16908.16072,4953.57994,6178.014014
NCF4,12015.31811,12263.07977,6078.687095,6507.863257,11569.15254,17788.48863,11181.5316,9388.721232,16006.51648,33580.71843,9300.017705,2093.619119,6383.616193,21913.60579,7651.0434,4746.320804,14345.68151,5857.288623,11161.51428,17460.88882,15838.67027,14584.28197,12962.32293,20301.61917,11914.24792,15501.01556,25725.34075,17715.9445,15778.52374,8149.569649,4388.714917,10282.89434,15728.5196,12842.34612,11064.98963,13621.91763,8190.335462,16193.31242,15876.56788,10473.68076,9550.398155,18838.09438,13702.64917,13884.1573,12565.62662,15337.62252,9543.833039,27772.5099,15292.43162,12669.31525,28867.3293,23218.28126,10279.86085,7406.774228
NCKAP1,10226.65989,12311.59655,6297.83848,4626.840033,14704.84219,12203.82704,8338.951905,3527.422845,16419.1034,4753.453074,11444.72937,2635.493018,3395.335745,8586.028595,7636.213108,7980.448017,6286.138873,6942.215334,7860.630975,22183.38559,8401.850127,4347.158808,22873.48354,2346.68485,12232.43781,4012.769527,5018.388777,6933.739413,16039.41575,5156.554556,4110.176713,4931.177919,9463.580902,15602.42716,18440.46474,13224.30272,8686.257841,2221.350576,4578.370728,6027.080885,20366.63753,14103.3573,12583.48792,4533.331289,6303.279128,17786.28413,2459.971185,2962.652957,9585.020197,20290.84451,6661.107552,12157.52809,2737.008811,3386.192583
NCKAP1L,3517.083238,4707.69492,1736.285455,1116.019767,4655.091947,5112.09902,3852.658437,2133.181369,6069.410796,6343.236093,3263.893022,1176.293159,1309.782477,7119.207734,1996.637437,2979.59972,4879.306287,2607.596192,2245.428605,9651.421255,5031.976148,3071.363404,6680.678038,4068.23429,5362.911352,2274.98004,9325.335853,8884.337508,8555.596047,1893.512757,828.5377524,3318.116734,8581.262239,5517.897706,5118.987639,6462.878449,2097.572757,1762.462893,10652.77741,4441.094077,4087.093039,13866.37943,8715.953082,2629.784306,4580.718582,6619.234303,1692.038673,3014.949602,4784.30872,5050.731671,8155.063597,10033.39254,1787.700739,1707.191942
NCL,20915.74103,9213.703335,4999.16402,6446.932358,14674.11055,18201.74337,16704.01126,10189.13832,14145.44258,122381.3257,19314.67064,4965.358541,17596.8198,25913.86794,8443.457214,12915.0492,11281.84067,17383.8369,8922.477633,35983.65908,17719.26306,16347.96447,9900.817054,8501.961486,15281.84899,6543.625041,39532.47517,8992.070676,18633.55672,14448.80422,12204.93303,13208.20348,24385.77038,20274.43014,53776.49639,23047.40893,7479.610062,10586.78503,11748.94648,27335.17431,11643.33118,30443.96937,26196.23501,9423.108917,12013.81515,26215.03977,7584.403192,30787.58351,34504.19807,12738.27864,32884.20913,28674.3982,3829.817716,6565.885183
NCSTN,2801.447304,2291.527185,926.9205501,1210.128557,1786.39579,2780.398002,1297.750654,1288.066841,1386.325697,7185.460011,2641.511161,983.8818611,1066.788389,1847.928159,1899.581509,1979.173832,2502.079368,1515.846697,672.7923939,5262.922118,3091.150785,1940.031735,2663.206498,2229.885598,2771.760604,1798.136944,2874.762039,2064.659903,3319.448117,1701.545424,1957.595042,2443.763843,2996.875786,4152.828146,3676.265643,2207.194109,1459.15346,1510.052301,2948.701309,2302.90793,2552.096163,4155.165885,3765.333862,1616.143358,1684.547795,4384.763549,1206.050342,2540.583407,3515.455661,3186.671981,3462.632253,5235.71238,586.1297957,1744.099553
NDRG1,1138.213668,969.2925956,702.396011,1061.004106,2730.156447,2160.863648,1351.058537,1430.122036,3102.892811,4079.512777,1948.337359,2204.331145,904.0906983,1095.304573,2344.930102,1944.998863,2606.300971,824.3106775,1371.198686,1024.681592,915.8669345,1833.798518,652.3164831,1221.251096,1627.512483,1018.951153,2220.998624,824.9069297,3020.023819,446.8467333,1771.46664,3090.920212,2620.120563,1458.556448,3540.2558,1279.005421,1532.467793,1342.490976,1238.655424,973.0129048,1122.334485,1435.058422,1888.285783,3559.165223,990.5595891,2229.333769,2336.832529,1393.941985,1861.058171,1528.092946,4164.128807,2166.012822,694.7497616,656.5773498
NDRG2,7722.678127,6884.670608,1425.10837,4182.643888,5704.865862,2946.814884,6598.434097,5990.684077,8038.974725,661.8792124,8849.261844,3286.589825,4741.401336,2079.183241,3108.119902,4386.159816,7541.19007,6379.643953,2670.988366,16571.32185,4739.193572,4566.881667,3064.080758,5807.759497,5831.962947,355.1830854,4429.554628,1692.579285,6354.988394,2759.443909,4888.422276,7407.301273,2906.347469,8534.417839,15810.94163,8247.470531,7969.417486,9513.51924,5264.004234,6683.80159,3730.631098,5683.179632,3946.842035,8423.482573,1325.811137,5528.728362,6070.208543,683.7323745,8897.011301,5358.597817,14259.82403,5556.499713,454.4114874,3783.908044
NECAP2,3004.339081,1598.698646,638.9148353,318.7581999,874.2048655,2466.108943,1922.435678,1071.751485,3624.388825,7475.909552,1459.565058,580.1673519,1063.608916,4830.341786,911.6658627,1698.262556,265.8665408,763.7272999,531.0172038,1696.501066,833.2985617,2521.146262,3273.257159,295.4558433,1377.426241,940.7813364,1943.345578,6028.423382,3977.927846,354.642569,681.4764499,953.0407834,4538.522886,3842.030055,4773.851064,3397.053473,1391.954236,754.1022228,690.8761885,3595.255497,4847.764132,8354.846351,8112.339906,850.1172845,596.553021,4957.122598,470.9186284,1823.034464,4734.064582,4124.559592,3407.788557,9522.211834,395.5507481,634.6031929
NEU1,5107.753379,7247.977137,7989.938176,7979.839804,8265.814473,3592.99388,9831.179794,4563.471324,8641.458603,2499.826204,7301.912091,5064.545237,4627.162385,7331.921379,9301.47996,10247.49277,4201.157886,8404.595674,7689.076216,2850.074841,7603.531492,5279.625633,7786.457766,3583.829061,9738.781007,2541.140981,5184.917601,5583.160456,12120.3797,5805.447052,7877.795903,6462.73219,8242.348738,11455.99183,8703.850734,9540.168913,7881.078244,4250.322445,5015.294558,4734.327295,10656.7836,9188.244584,10953.97295,3869.68804,6244.377589,8881.089125,7413.375908,2699.932002,6554.558359,8880.231542,2058.771608,8991.586924,4715.060732,6145.434126
NHLRC2,1623.295799,4126.262271,1666.429078,1171.591013,2626.825812,3315.254145,3266.80472,2084.614019,4138.345966,1001.355654,3781.462001,1085.569447,2179.830501,2657.274966,1281.529044,1991.659885,1075.612276,1625.36501,1624.526296,3106.255402,2172.478224,3676.603312,2650.049794,1383.372238,4074.82319,574.3233053,2098.119278,4871.235712,2258.858617,2686.751252,1997.021698,2638.853094,3370.31418,6285.319856,6821.019311,7402.241166,4187.364422,4712.426292,9088.906476,6237.063823,4251.806517,4318.10017,4743.642718,1530.722919,1916.500518,7511.556822,1546.743539,426.329809,6141.360769,3482.988275,2873.724799,7454.518987,435.5506929,969.9287883
NIBAN1,13941.53113,14146.02018,6815.214053,9541.911108,13519.75358,18206.87194,15482.09444,9971.046351,12530.56644,25239.06895,19728.15412,4157.573503,8825.843927,9439.439633,9088.352627,9526.189765,8810.336395,6478.805824,12676.35351,10617.23285,12567.41176,16176.54239,6205.046165,10695.21575,19209.52209,6882.954934,11472.47699,11463.22336,19443.45649,10032.17646,14294.55612,10053.81072,23358.74596,24690.21603,20590.73188,20691.49148,9432.029156,12139.78103,13130.88634,17014.58928,19631.35034,21869.54337,21996.95437,9313.406422,8737.400541,23891.58585,7788.076401,13805.34411,17888.00828,6404.726503,14902.88132,26761.91722,4881.028049,5913.268497
NIBAN2,29758.87372,35081.72619,11167.28688,13088.4846,26795.60727,41954.71396,29554.11015,18323.78056,36892.12139,7912.276315,34669.30544,11076.77032,17585.74553,19105.87095,22356.60051,21947.22229,50162.73052,22076.84514,21250.81165,83868.02132,29534.76329,28134.73506,28662.69033,10672.91149,28711.25375,5346.525535,12844.69258,17903.07691,32821.05957,17101.62539,14519.96954,26928.51862,22979.37568,41001.77986,35924.67733,29181.76076,29763.8746,13996.26935,15167.09222,24717.7721,41669.60789,29929.38225,31159.64322,32812.35806,13703.61153,31731.96616,12099.19378,6218.281455,33071.58261,33340.57576,63760.57003,27997.75821,5276.199237,9724.96904
NIPSNAP3A,756.9923804,433.6912979,363.1452985,381.9563135,757.4342051,956.378122,623.0943434,1105.332011,734.9941704,4329.514786,319.2984496,381.1679869,559.637724,402.1713632,642.3233817,234.3867591,1502.025324,333.5093327,1150.321555,5406.730761,307.1216297,431.1491798,516.4929173,655.0157188,669.2302496,448.2858642,1018.071881,456.6227073,1963.416046,450.2224377,400.4627468,858.3971119,365.9035503,1046.319559,1577.591238,638.6357617,1525.348134,822.8293314,901.0163737,951.6510854,712.3878696,1032.022806,1056.529839,623.0492416,318.8935878,678.0005971,472.209347,734.4055917,654.4939013,1238.286222,826.4913578,506.5540392,421.0055552,469.2762372
NIT1,2533.859169,3735.575935,1502.905073,1817.213197,4872.811555,4142.336903,5858.369452,2788.69401,4639.969833,10904.44077,4594.020296,1281.84825,3427.308745,4364.891861,3075.473066,2788.59472,1977.48951,2314.532963,2622.543175,5083.268439,3703.458914,4791.514296,4396.118986,2433.36255,5234.338095,1896.171921,3808.996297,2635.021349,5550.518353,3545.392598,3439.315478,2499.689736,6450.682223,10303.06638,11239.87919,6615.509744,3730.384503,1767.263665,4700.927112,6394.592609,6436.653177,10971.31515,7730.038966,1352.662888,3928.452416,8030.828943,2137.045667,3622.98068,7171.545367,4521.379939,5635.191726,11433.10018,938.4827354,1665.784565
NIT2,12212.98241,14604.55125,3981.925601,6407.527881,9625.240596,11407.46267,12177.68394,6794.394831,10394.18022,9225.544823,10337.79309,3987.755369,10028.39767,13486.70703,5736.847238,9466.000109,7132.288157,6851.196495,9228.96593,14079.57137,13541.07444,10032.66673,9275.708425,9296.962011,11394.02377,4607.481007,11039.083,9946.062577,18336.03945,7845.259995,10172.94123,8871.629143,13879.71629,22069.38279,28172.91122,17272.92036,11564.87036,8804.118324,9031.404684,12273.0083,12239.32009,14105.16943,17005.03118,11082.10428,10889.4808,17488.81694,7930.973449,6802.109593,16441.13529,13665.01054,13869.73704,19615.98639,3568.100868,8451.847055
NLRC4,1638.84303,1720.049709,250.4045226,283.7279321,509.6472522,2211.35269,959.1479879,866.3671494,1678.35717,2715.476028,664.968062,469.9089703,793.3481121,1679.676156,720.4256687,428.6428048,906.1526356,281.1382324,1937.994443,1221.478789,1499.909946,683.0311481,700.8824775,1569.525963,1238.303413,1214.002319,2616.547019,1671.611187,3395.781517,277.8962351,357.428369,408.6898524,1499.129078,1441.624732,724.7220936,2281.066866,579.4719896,1259.173681,2035.751004,1133.76813,1503.312687,2482.117828,2914.452163,1349.966083,919.4701302,1142.202893,567.8247749,1729.792579,1640.257649,966.6982542,1627.547839,2104.789878,996.6102595,320.8010991
NME1,4404.738826,5803.072895,2300.180238,2431.336412,5580.686557,4971.319495,3532.018268,2688.004173,4622.020721,14931.14485,4215.16299,1699.487633,3952.269391,4361.636096,3217.043659,3187.50431,3964.936974,4605.467816,2311.620979,5604.980957,7341.786915,3980.548853,2790.379641,5827.44027,2872.802602,955.3679096,7684.192504,3379.103209,7532.650376,3092.871283,4569.715322,6654.277906,4777.090671,5218.377976,11424.73085,5225.344603,4959.163367,7165.990928,5319.668128,5232.015645,3310.201104,6757.660071,3582.244375,4262.769719,4665.117957,5385.720947,2925.167651,4049.303575,5338.696045,3151.689971,7866.245582,3944.256216,1459.578434,2147.353072
NME2,37395.96338,44948.50478,14224.75381,17254.82797,35513.15067,39899.91239,37956.82051,24861.53201,28771.69333,96852.39858,32574.68284,12397.66974,28634.47045,31687.76119,23536.49202,26907.46869,28155.61154,25402.25175,17369.049,47810.30249,36699.29076,28160.0199,28798.10009,36730.92472,29368.40728,11826.6627,41528.90373,18134.66149,48191.65104,23837.9002,26839.29795,37152.09252,50506.75908,54181.88088,66776.5127,45020.87431,32336.14917,31147.60898,30291.40107,51152.14863,35538.41692,56740.85755,51305.78107,34572.0284,21572.4492,45716.78361,29570.22041,38634.01738,44612.75353,32305.24823,53209.55759,57448.00255,8981.307986,26150.15556
NME5,4187.71765,7022.105156,1618.522351,3206.621784,2800.369772,1340.834543,13996.02814,15652.25627,6984.271581,1743.449418,11381.01333,287.3754966,6739.153111,4808.089804,3844.912495,3851.57155,614.39343,2462.287829,4213.035802,1955.409401,5772.901392,17775.69944,8263.231029,1432.466692,3339.119189,1017.43395,1254.773413,10554.65338,4176.391682,3653.710119,3887.235692,2557.918865,3017.597877,7525.764804,22784.66858,6889.416845,5848.47216,2668.020829,1351.649818,14141.8457,10066.33623,4969.280338,4008.888023,571.2222372,1069.615724,5961.29762,1983.683502,797.2423931,15073.43125,8878.639155,2487.993727,5199.533381,1509.523083,932.8213613
NME7,6872.329446,8410.415164,2147.263336,2172.570766,4406.380541,3633.521462,10482.51235,7928.538644,10237.36345,3219.396968,9098.656015,713.5847938,4144.816205,6016.792278,2776.643885,5149.740992,1038.224911,2428.388801,5851.86817,3176.862524,3712.918315,10856.09512,8868.702924,1304.872795,5951.530018,2329.385543,1918.087133,11310.56538,6779.811346,2375.014573,2977.832667,1920.881408,7023.301461,11434.65089,20250.48899,14116.21689,3982.266753,1844.003264,2228.35094,9001.733269,11861.87773,8785.706979,6222.040472,787.9305413,2830.951782,7942.764309,2367.536029,3266.950249,10167.80365,8745.663681,3569.357565,10374.03692,1459.039803,1084.28696
